SampleID	Study_ID	Publication	study_accession	Study_Origin	Gene	Plant_species	Family	Plant	Genotype	Habitat	Condition	instrument_model	library_layout	PlantbyStudy	read_count	sample_title	Year	Country	Harvest	Inoculation	Site	Seed_fraction	Time	Microbe_collection	Seed_number	Seed_mass	bray1	bray2	faith_pd	jaccard1	jaccard2	observed_otus	shannon	unweighted1	unweighted2	weighted1	weighted2	pielou_e
AST3c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.105081907	-0.252606005	20.54032442	0.048523136	0.004962667	70	3.239058007	-0.071821649	-0.136218328	0.153729088	0.001301692	0.528456264
AVI1a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.187359562	0.11449402	20.97977397	-0.032471613	0.09448143	116	4.123604965	0.024897042	0.043363969	-0.208195871	0.033722974	0.601285563
AVI1b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.43706785	0.123109094	18.44358028	-0.02016803	0.149974847	91	1.805384294	-0.022212636	-0.140401678	0.145414712	0.08029477	0.277418756
AVI1c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.23933545	0.010521183	9.023102831	0.202639679	-0.112845467	26	1.871480808	0.267222492	-0.002161311	-0.334230439	-0.23944816	0.398150156
AVI2a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.151174195	-0.080948861	7.510705345	0.198197141	-0.081971607	36	3.450133579	0.297898451	-0.047658021	-0.153720384	0.251655852	0.66734693
AVI2b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.363651508	0.232654951	18.90830112	0.104303687	-0.046339499	76	3.466024473	0.076001861	0.057851303	-0.18142214	0.044612049	0.554747869
AVI2c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.017634837	-0.234371097	21.14206099	-0.037072959	-0.013514763	113	4.750060658	0.002941365	0.071988478	-0.140902473	-0.048486713	0.696471557
AVI3a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.118026441	-0.351178709	9.668887702	0.205466547	-0.248473383	33	2.697738786	0.238240479	0.007974848	-0.073793389	0.274444336	0.534799368
AVI3b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.129753657	-0.286127038	30.92170036	-0.131803312	-0.034757173	189	3.863989961	-0.194408651	0.008988912	0.034402182	0.059560165	0.510958224
AVI3c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.026425326	-0.025812061	25.34531597	0.006557816	0.016426668	98	2.338206612	-0.129415259	-0.056649809	-0.189601826	-0.273523546	0.353485892
BOS1a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.131719506	-0.261277792	26.22143918	-0.071431329	0.055733574	131	2.963451123	-0.176279888	-0.129576815	0.090781113	-0.02756789	0.42133839
BOS1b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.425013448	0.106846867	30.17098173	-0.009607002	0.067544304	88	1.643976931	-0.134873704	-0.07386801	0.211221234	0.016729714	0.254507986
BOS1c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.058737812	-0.116089803	21.46553157	0.143312907	0.008910976	64	3.194432677	0.082724962	0.115919683	-0.043075314	-0.069526047	0.532405446
BOS2a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.045100139	0.221321603	28.43552325	-0.151198547	0.032051174	149	3.191232015	-0.122649475	-0.014292396	0.129002188	-0.00411525	0.442049802
BOS2b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.219393263	0.05731455	15.59281577	0.145791778	0.311814523	49	1.864815761	0.061345084	-0.307586441	0.255491522	-0.010812947	0.332130388
BOS2c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.024233908	0.086520898	17.12556246	0.130693915	0.296207929	57	2.209627874	0.078746336	-0.22254917	0.25134705	-0.006105463	0.378822139
BOS3a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.237292182	0.034426157	30.39945198	-0.21880355	-0.067332812	243	4.331477886	-0.177427934	0.000786183	0.092216542	0.001326775	0.546571655
BOS3b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.363918837	0.06811587	15.81769723	0.088911289	0.077587649	68	2.4426785	0.153281201	0.068322191	0.148469038	-0.0477858	0.401263805
BOS3c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.432370032	0.121716658	23.70055219	0.001624669	-0.022024551	113	1.738761096	0.040421591	0.142489636	0.218251694	-0.020870369	0.254943617
COL1a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.116991419	-0.175685274	18.46929756	-0.010845848	-0.016969458	97	4.012585519	0.067840642	0.086493653	-0.09388799	-0.019593263	0.607975532
COL1b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.346877297	0.188395602	27.0322534	0.0246057	0.0765879	91	1.454500562	0.011950462	0.172392085	0.247287109	0.002195123	0.2235013
COL1c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.260939201	0.096682496	32.47462047	-0.183173467	0.047123138	200	3.940139159	-0.194356974	0.015577171	-0.121182371	-0.129072136	0.515464847
COL2a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.137141052	0.05887185	29.65579547	-0.106641959	0.066747689	123	4.189084858	-0.174729752	0.007767185	-0.09253487	-0.124570907	0.60339591
COL2b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.101238683	-0.163446076	23.99360992	-0.126348088	-0.016129315	156	4.808279429	-0.125387631	-0.102628304	0.007724992	0.034003949	0.659988191
COL2c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.027965822	-0.170498787	40.47159057	-0.239595649	-0.037079809	232	4.556204783	-0.235170939	-0.022054984	0.078214357	-0.01516671	0.579818758
COL3a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.133330698	-0.271214573	17.49181479	0.040883314	0.119151919	88	3.514254791	0.146952565	0.049052539	0.044167301	-0.074186196	0.544050158
COL3b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.115276906	-0.320805783	16.93356318	0.031881142	0.027994785	82	2.886236705	0.093935966	0.06222008	-0.132055078	-0.176179933	0.453985544
COL3c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.13816163	-0.003435069	12.83346635	0.18779601	-0.020480338	53	2.639331558	0.261198007	0.015864223	0.111571014	-0.060484128	0.460783556
EXP1a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Express	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.2194091	-0.006506556	16.12014829	0.154695772	0.142302179	51	2.895589538	0.101982189	-0.237178845	0.089342897	-0.038919844	0.510467633
EXP1b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Express	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.077571395	-0.180256177	19.82941154	0.048560177	0.120042405	69	2.208989926	-0.081030567	-0.16022489	-0.238209866	-0.505688533	0.361624144
EXP1c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Express	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.441199881	0.056601239	11.38280789	0.20678429	-0.142165205	37	1.354850486	0.27788027	0.011754902	0.310514836	-0.026216403	0.260075365
EXP2a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Express	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.355955732	0.156765572	32.88110087	-0.116729767	-0.014789846	168	3.376543473	-0.107218951	0.16231817	0.009723635	-0.092314062	0.456763864
EXP2b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Express	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.402827105	0.065460188	33.84651148	-0.144933444	-0.019138867	184	2.523629048	-0.16077391	0.016018484	0.17716619	-0.025008376	0.335430088
EXP2c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Express	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.153952883	-0.132145557	34.85141805	-0.218075855	-0.008039768	206	3.752117217	-0.222460327	0.030809162	-0.051303957	-0.106615511	0.488143753
EXP3a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Express	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.133483659	0.3003232	13.61879014	0.212685768	-0.037824694	48	2.501724403	0.087288863	-0.194800742	0.026477274	-0.070256108	0.447939338
EXP3b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Express	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.386971003	0.216914048	18.26758488	0.114417432	0.030687356	76	2.73712831	0.096599204	0.08703724	0.211622417	0.006730807	0.438085798
EXP3c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Express	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.367564857	0.060634638	17.34307921	-0.038747111	0.052816446	93	2.531721523	-0.017294523	-0.195228676	0.141868416	0.015948555	0.38716318
MAJ1a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Major	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.292007455	0.040799117	20.34456872	-0.05958178	0.035512715	106	3.176742813	0.076887984	0.123520522	0.092540474	0.025554891	0.472173064
MAJ1b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Major	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.154039204	0.285298003	17.06935511	0.038510951	0.038170955	91	2.974745997	0.114516923	0.046984127	-0.02647625	-0.038169321	0.457105081
MAJ1c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Major	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.380501738	0.257129716	16.85448352	-0.016077234	0.091189297	92	2.301290872	0.013591345	-0.156391698	0.027778736	0.208239785	0.352766002
MAJ2a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Major	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.273722144	0.00179146	61.83536363	-0.152377974	-0.095571197	279	3.969613275	-0.259655894	0.126175305	0.129157407	0.020266833	0.48862063
MAJ2b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Major	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.149165566	0.000469824	28.20599037	-0.169018347	-0.001221731	182	4.158849302	-0.134672532	-0.013240773	-0.169672515	-0.032975411	0.553937541
MAJ2c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Major	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.324813085	0.033382672	28.29953047	-0.114482761	-0.09969495	172	2.997341601	-0.022922323	0.161288438	0.126029802	-0.004517659	0.40361362
MAJ3a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Major	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.427015864	0.095229339	19.83143503	0.086157133	-0.007830277	72	1.531429405	0.086861435	0.115965393	0.250654197	-0.021786666	0.248208755
MAJ3b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Major	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.105152009	-0.231909798	39.07401061	-0.155198063	-0.071400922	205	4.365018093	-0.200295179	0.022573512	-0.083164189	0.00024259	0.568400209
MAJ3c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Major	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.329267018	0.094475023	29.488039	-0.09144354	-0.064415953	156	3.294406557	-0.195848011	-0.136824026	0.089450685	-0.016811894	0.452192818
MOH1a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Mohican	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.144908709	-0.072304064	24.18405377	-0.066380919	0.086730059	130	2.958433953	0.015124944	0.106160837	0.158566714	-0.044247175	0.42128724
MOH1b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Mohican	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.40570378	0.119661047	12.63201898	0.102346404	0.017299966	63	1.499678955	0.082734386	-0.234060033	0.227523267	-0.016522554	0.250896557
MOH1c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Mohican	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.143224186	-0.037964305	15.17332685	-0.004780567	-0.074087031	102	5.05167185	0.134945468	0.019313769	-0.593654487	0.084171707	0.757096796
MOH2a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Mohican	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.167679418	-0.134451215	12.7673823	0.033973614	0.007722993	79	3.170863824	0.249247842	0.02271937	0.010708824	0.15288394	0.503009852
MOH2b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Mohican	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.337882427	0.065792685	21.28998924	-0.011486035	-0.002266843	111	3.16863808	-0.098571011	-0.089385335	0.115960649	0.040109041	0.466359161
MOH2c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Mohican	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.0136998	-0.186421018	37.36340103	-0.192350756	-0.083765232	234	5.086734475	-0.233918924	0.045077964	-0.099170249	0.057413411	0.646314962
MOH3a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Mohican	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.070335722	-0.115379589	22.86652803	-0.101145165	0.038906765	122	2.279990943	-0.011937204	0.128705773	0.205356454	0.025885492	0.328968021
MOH3b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Mohican	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.324383243	0.09674629	20.5938105	0.110999923	0.083836921	69	3.431715686	0.031921841	0.107184809	0.039965419	0.046273316	0.561791266
MOH3c	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Mohican	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.246108775	0.331726698	19.7162297	0.182699333	-0.023788508	50	1.477491382	0.009164596	-0.079063785	0.277404392	-0.00995172	0.261787567
RAF1a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Rafal	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.06195865	-0.14108895	29.35692004	-0.073286875	0.073178478	135	3.319095898	-0.045059976	0.152660732	0.158505872	0.007623773	0.469009804
TEN1a	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Tenor	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	-0.203826214	-0.088676732	24.98343099	-0.020908057	0.05371203	102	2.58692702	-0.078112569	-0.034631511	0.204691888	0.028959108	0.387704154
TEN1b	Sarniguet_A_2016	unpublished		IRHS	gyrB	Brassica napus	Brassicaceae	Rapeseed	Tenor	Seed	La Gruche - Fecondation libre	Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016			2015	France	Mechanical	NA	Field	Total		Soaking	1000	4	0.324233176	0.212062655	17.40556613	0.116887774	0.182514736	63	2.694701446	-0.039603639	-0.269329832	0.121311645	0.021188828	0.450824034
